NSE Symbol,Yahoo Code,Security Name
506131,506131.BO,INDIACO VEN 
532814,532814.BO,INDIAN BANK 
524614,524614.BO,INDIAN EXTR.
500850,500850.BO,INDIAN HOTEL
509051,509051.BO,INDIAN INFO.
533047,533047.BO,INDIAN MET  
530965,530965.BO,INDIAN OIL  
532388,532388.BO,INDIAN OVER.
500319,500319.BO,INDIAN SUCRO
524648,524648.BO,INDO AMINES 
524342,524342.BO,INDO BORAX  
521016,521016.BO,INDO COUNT  
500207,500207.BO,INDO RAMA   
533676,533676.BO,INDO THAI   
532100,532100.BO,INDO-CITY IN
532612,532612.BO,INDOCO REM  
504092,504092.BO,INDOKEM LTD.
533257,533257.BO,INDOSOLAR   
532717,532717.BO,INDOTECHTR  
532514,532514.BO,INDRA GAS   
532150,532150.BO,INDRAPRAST  
522165,522165.BO,INDSIL HYD  
532305,532305.BO,IND-SWIFT LA
504336,504336.BO,INDTRADECO  
632187,632187.BO,INDUS IND BK
501298,501298.BO,INDUS.&PRUD.
501295,501295.BO,INDUS.INV.TR
532821,532821.BO,INDUSFILA   
531841,531841.BO,INDUSFIN    
532187,532187.BO,INDUSIND BNK
533154,533154.BO,INFINITE    
532777,532777.BO,INFO EDGE   
530703,530703.BO,INFO-DRIVE S
509069,509069.BO,INFOMEDIA   
504810,504810.BO,INFORMEDTEC 
500209,500209.BO,INFOSYS LTD 
532175,532175.BO,INFOTECH EN.
532659,532659.BO,INFRA DEVFIN
530777,530777.BO,INFRA INDUS.
590118,590118.BO,INFRONICS   
531807,531807.BO,ING VYSYA BN
500210,500210.BO,INGERSOLL   
523840,523840.BO,INN.TECH.PAC
533315,533315.BO,INNO INVEST 
531929,531929.BO,INNOCORP L  
533402,533402.BO,INNOV IND   
517433,517433.BO,INNOV.SOFTW.
532706,532706.BO,INOX LEISURE
532851,532851.BO,INSECTCID   
500211,500211.BO,INSILCO LTD.
509709,509709.BO,INT.CONVEYOR
526871,526871.BO,INTEC CAP   
530921,530921.BO,INTEG.THERMO
532303,532303.BO,INTEGRA.HITE
531777,531777.BO,INTELVISIONS
532326,532326.BO,INTENS TECH 
532072,532072.BO,INTER DIGI  
511391,511391.BO,INTER GLOB F
526859,526859.BO,INTER ST.FIN
530259,530259.BO,INTER ST.OIL
505737,505737.BO,INTER.COMBUS
500213,500213.BO,INTER.TRAVEL
530519,530519.BO,INTERFACE FN
531289,531289.BO,INTERFIT TEC
526512,526512.BO,INTERLINK PE
533181,533181.BO,INTRASOFT   
533506,533506.BO,INVENTURE   
504786,504786.BO,INVEST &PREC
523844,523844.BO,INVICTA MED 
531398,531398.BO,INWINEX PH  
524164,524164.BO,IOL CHEM PH 
512185,512185.BO,IOL NET COM 
500214,500214.BO,ION EXCHANGE
523638,523638.BO,IP RINGS LTD
524494,524494.BO,IPCA LAB LTD
532947,532947.BO,IRB INFRA   
531337,531337.BO,IRISMEDIA   
524400,524400.BO,ISHITA DRUGS
532479,532479.BO,ISMT LTD    
700109,700109.BO,ISPAT PR SH 
508807,508807.BO,IST LTD.    
513361,513361.BO,ISW LTD     
500875,500875.BO,ITC LTD.    
509496,509496.BO,ITDCEM      
523610,523610.BO,ITI LTD.    
522183,522183.BO,ITL INDUSTRS
507580,507580.BO,IVP LTD     
530773,530773.BO,IVRCL LTD   
532881,532881.BO,IVRCLAH     
532894,532894.BO,IWIND ENERGY
522245,522245.BO,IYKOT HITEC 
532209,532209.BO,J & K BANK  
532940,532940.BO,J KUMAR INFR
506943,506943.BO,J.B.CHEMICAL
530049,530049.BO,J.J.EXPORTER
532518,532518.BO,J.K.AGRI GEN
507155,507155.BO,JAGATJIT IND
532705,532705.BO,JAGRAN PRAK 
520139,520139.BO,JAGSON AIRLI
530601,530601.BO,JAGSON FIN. 
507789,507789.BO,JAGSON PHAR 
512237,512237.BO,JAI CORP LTD
532976,532976.BO,JAIBALA IND 
531339,531339.BO,JAIHIND PROJ
523467,523467.BO,JAIMATA GLAS
500219,500219.BO,JAIN IRRIG  
532033,532033.BO,JAIN STUDIOS
526865,526865.BO,JAINCO PROJ.
505840,505840.BO,JAIPAN INDUS
532532,532532.BO,JAIPRA      
526558,526558.BO,JAMES HOTELS
520051,520051.BO,JAMNA AUTO  
502901,502901.BO,JAMSHRI RANJ
526523,526523.BO,JAY ENERGY  
514312,514312.BO,JAY HIND SYN
522285,522285.BO,JAY NECO IND
524330,524330.BO,JAYANT AGRO 
512129,512129.BO,JAYANT MERC.
520066,520066.BO,JAYBH.MARUTI
500306,500306.BO,JAYKAY      
509715,509715.BO,JAYSHREE TEA
506520,506520.BO,JAYSHRI CHEM
506910,506910.BO,JAYSN DYEST 
514034,514034.BO,JBF IND.LTD 
532605,532605.BO,JBM AUTO    
500222,500222.BO,JCT ELECTRON
500223,500223.BO,JCT LTD     
524592,524592.BO,JD ORGOCHEM 
524731,524731.BO,JENBURKT PH.
523592,523592.BO,JENSON &NICH
532617,532617.BO,JETAIRWAYS  
517063,517063.BO,JETINFOTRAN 
590054,590054.BO,JEYPORESUGAR
531550,531550.BO,JHAVERI CRED
532771,532771.BO,JHS SVEN    
511618,511618.BO,JIK INDUS.  
530405,530405.BO,JINDAL CAP. 
511034,511034.BO,JINDAL DRILL
507981,507981.BO,JINDAL HOTL 
531960,531960.BO,JINDAL ONLIN
500227,500227.BO,JINDAL POLYF
500378,500378.BO,JINDAL SAW  
532642,532642.BO,JINDAL SOUTH
532286,532286.BO,JINDAL STE  
531543,531543.BO,JINDAL WORLD
533103,533103.BO,JINDALCOTEX 
532624,532624.BO,JINDALPH    
570004,570004.BO,JISLBNDVR   
523062,523062.BO,JJ FINANCE  
532644,532644.BO,JK CEMENT   
500380,500380.BO,JK LAKSHMI  
532162,532162.BO,JK PAPER    
532519,532519.BO,JK SUGAR LTD
530007,530007.BO,JK TYRE IND 
534044,534044.BO,JKLAKSHMI*  
506522,506522.BO,JL MORISON  
523405,523405.BO,JM FINANCIAL
522263,522263.BO,JMC PROJECTS
511092,511092.BO,JMD TELEFILM
513691,513691.BO,JMT AUTO LTD
502335,502335.BO,JOLLY BOARDS
590079,590079.BO,JOONKTOLLEE 
505750,505750.BO,JOSTS ENG.  
533207,533207.BO,JPINFRATEC  
532627,532627.BO,JPPOWER     
530985,530985.BO,JPT SECUR.  
532745,532745.BO,JRG SECUR   
506016,506016.BO,JRIIIL      
532508,532508.BO,JSL         
504080,504080.BO,JSL LTD.    
700085,700085.BO,JSW 10% CRP 
533148,533148.BO,JSW ENERGY  
500305,500305.BO,JSW ISPAT   
500228,500228.BO,JSWSL       
530019,530019.BO,JUBILANT    
533320,533320.BO,JUBILNT IND 
533155,533155.BO,JUBL FOOD   
516078,516078.BO,JUMBO BAG   
590104,590104.BO,JUNIOR BEES 
524826,524826.BO,JUPITER BIOS
519248,519248.BO,JVL AGRO    
531537,531537.BO,JYOTHI INFRA
532926,532926.BO,JYOTHY LAB  
504076,504076.BO,JYOTI LTD.  
514448,514448.BO,JYOTI RESINS
513250,513250.BO,JYOTI STRUCT
961698,961698.BO,JYOTISTWARR 
532889,532889.BO,K.P.R. MILL 
526209,526209.BO,K.S.OILS LTD
524322,524322.BO,KABRA DRUGS 
524109,524109.BO,KABRA EXTR  
531778,531778.BO,KACHCHHMIN  
531784,531784.BO,KADAMB CONST
530479,530479.BO,KADVANI SEC.
504840,504840.BO,KAIRA CAN CO
531780,531780.BO,KAISER PRESS
500233,500233.BO,KAJARIA CER.
500234,500234.BO,KAKATIYA CEM
532268,532268.BO,KALE CONSUL.
523810,523810.BO,KALE FILMS  
522259,522259.BO,KALINDEE RAI
522287,522287.BO,KALPA.POWER 
526409,526409.BO,KALPENA     
590036,590036.BO,KALPTARU    
533302,533302.BO,KALYANI INV 
500235,500235.BO,KALYANI STEL
514322,514322.BO,KAMADGIRI   
511131,511131.BO,KAMAN HSG   
526668,526668.BO,KAMAT HOTELS
532741,532741.BO,KAMDHENU    
506184,506184.BO,KANANI IND  
530165,530165.BO,KANCHAN INT.
590084,590084.BO,KANCO ENTER 
500236,500236.BO,KANEL OILEXP
532367,532367.BO,KANIKA INFO.
513456,513456.BO,KANISHK ST. 
506525,506525.BO,KANORIA CHEM
507779,507779.BO,KANPUR PLAST
500165,500165.BO,KANSAI NERO 
590053,590053.BO,KAR MOBILES 
533451,533451.BO,KARMA ENERG 
512585,512585.BO,KARMA ISP   
532652,532652.BO,KARNATAKA BK
531363,531363.BO,KARUR KCP PK
590003,590003.BO,KARUR VY(PS 
531687,531687.BO,KARUTURI GLO
502933,502933.BO,KATARE SPG. 
530977,530977.BO,KATWA UDYOG 
532925,532925.BO,KAUSHAL INFR
532899,532899.BO,KAVERI SEED 
590041,590041.BO,KAVERI TELE 
530255,530255.BO,KAY POW PAP 
504084,504084.BO,KAYCEE IND  
526067,526067.BO,KCCLPLASTC  
590066,590066.BO,KCP LTD     
533192,533192.BO,KCP SUGAR IN
532054,532054.BO,KDDL LTD    
532291,532291.BO,KDL BIOTECH 
532714,532714.BO,KEC INTERN  
518011,518011.BO,KEERTHI     
517569,517569.BO,KEI INDUST. 
506528,506528.BO,KELTECH EN. 
512113,512113.BO,KELVINFIN   
531163,531163.BO,KEMISTAR    
526015,526015.BO,KEMROCK IND.
530547,530547.BO,KEN FIN.SER.
505890,505890.BO,KENNAMETAL  
530163,530163.BO,KERALA AYUR 
532686,532686.BO,KERNEX MICRO
507180,507180.BO,KESAR ENT.  
533289,533289.BO,KESAR TERMI 
502937,502937.BO,KESORAM IND 
532758,532758.BO,KEW INDUSTR 
532732,532732.BO,KEWAL KIRAN 
512597,512597.BO,KEYNOTE CORP
532747,532747.BO,KFA         
500239,500239.BO,KG DENIM    
531609,531609.BO,KG PETROCHEM
533790,533790.BO,KGN ENT     
531612,531612.BO,KGN IND LTD 
507794,507794.BO,KHAITAN CHEM
504269,504269.BO,KHAITAN ELEC
531892,531892.BO,KHANDWALA SE
507435,507435.BO,KHOD.INDIA  
531692,531692.BO,KHYATI MULTI
524699,524699.BO,KILBURN CHEM
522101,522101.BO,KILBURN ENGG
523218,523218.BO,KILBURN OFFI
524500,524500.BO,KILITCH DRUG
532067,532067.BO,KILPEST (I) 
500240,500240.BO,KINETIC ENG.
505190,505190.BO,KINETIC MOTO
531413,531413.BO,KIRAN PRINT 
530443,530443.BO,KIRAN SYNTEX
961664,961664.BO,KIRFERROWAR 
532967,532967.BO,KIRI DYES   
500243,500243.BO,KIRL INDUS  
533297,533297.BO,KIRL INVEST 
500241,500241.BO,KIRL.BROS.  
500245,500245.BO,KIRL.FERROUS
533293,533293.BO,KIRLOIL ENG 
505283,505283.BO,KIRLOSAR PN 
533193,533193.BO,KIRLOSKAR EL
530145,530145.BO,KISAN MOULD.
521248,521248.BO,KITEX GARMEN
530235,530235.BO,KJMC FIN.   
532304,532304.BO,KJMCCORP    
531269,531269.BO,KLG SYSTEL  
514221,514221.BO,KLIFESTYLE  
517170,517170.BO,KLKELEC     
507598,507598.BO,KLRF LTD    
532673,532673.BO,KM SUGARMILL
524520,524520.BO,KMC SHIL    
531578,531578.BO,KMF BUILDERS
532942,532942.BO,KNR CONST   
517471,517471.BO,KOA TOOL IN 
531602,531602.BO,KOFF BR PICT
531366,531366.BO,KOHINOOR BRO
519485,519485.BO,KOHINOORTEC 
512559,512559.BO,KOHINORFOODS
523207,523207.BO,KOKUYOCMLN  
532924,532924.BO,KOLTEPATIL  
524280,524280.BO,KOPRAN LTD. 
500247,500247.BO,KOTAK MAH.BK
590112,590112.BO,KOTAK NIFTY 
590107,590107.BO,KOTAK PSU BK
532985,532985.BO,KOTAK SENSEX
590097,590097.BO,KOTAKGOLDETF
507474,507474.BO,KOTHARI FERM
530299,530299.BO,KOTHARI PROD
532901,532901.BO,KOUTONS RET 
523323,523323.BO,KOVAI MEDI. 
532400,532400.BO,KPIT INFOSYS
530813,530813.BO,KRBL LTD.   
524518,524518.BO,KREBS BIOCHM
530139,530139.BO,KREON FIN   
506128,506128.BO,KRISHNA DEEP
504392,504392.BO,KRISHNA VEN 
526423,526423.BO,KRITI INDUS.
533210,533210.BO,KRITI NUTRI 
523550,523550.BO,KRYPTON IND 
500249,500249.BO,KSB PUMPS   
519421,519421.BO,KSE LIMITED 
532081,532081.BO,KSERASERA   
532997,532997.BO,KSK ENERGY  
530149,530149.BO,KSL & IND.  
532937,532937.BO,KUANTUM     
505299,505299.BO,KULK-POWER  
523594,523594.BO,KUNSTSTOFFE 
530421,530421.BO,KUWER INDS. 
531206,531206.BO,KWALITY CRED
531882,531882.BO,KWALITY DAIR
511728,511728.BO,KZ LEAS FIN.
500250,500250.BO,L.G.BALKRISH
524202,524202.BO,LACTOSE(I)  
524522,524522.BO,LAFFANS PETR
531842,531842.BO,LAHOTI OVER.
526049,526049.BO,LAKHMI COT  
504258,504258.BO,LAKSHMI ELEC
500252,500252.BO,LAKSHMI MACH
502958,502958.BO,LAKSHMI MILL
519570,519570.BO,LAKSHMI OVER
506079,506079.BO,LAKSHMI PREC
590069,590069.BO,LAKSHMI VILA
590075,590075.BO,LAMBODHARA T
513605,513605.BO,LANCO INDUS.
532778,532778.BO,LANCO INFRA 
509048,509048.BO,LANCOR HOLDS
532275,532275.BO,LANDMARC LEI
533012,533012.BO,LANDMRK PRO 
526947,526947.BO,LA-OPALA RG 
500510,500510.BO,LARSEN & TOU
532829,532829.BO,LAWRESHWAR  
505302,505302.BO,LAXMI AUTOLM
531134,531134.BO,LE WATERINA 
517415,517415.BO,LEE&NEE SOFT
533602,533602.BO,LESHAIND    
533007,533007.BO,LGB FORGE   
530273,530273.BO,LIBERTY PHOS
526596,526596.BO,LIBERTY SHOE
511593,511593.BO,LIBORD INFO.
531027,531027.BO,LIBORD SEC  
500253,500253.BO,LIC HOUS.FIN
531241,531241.BO,LINC PEN &PL
531633,531633.BO,LINCOLN PHAR
524103,524103.BO,LINEAR POLY 
524748,524748.BO,LINK PHARMA 
526604,526604.BO,LIPPI SYSTEM
590096,590096.BO,LIQUIDBEES  
507912,507912.BO,LKP FIN     
517518,517518.BO,LLOYD ELECT.
500254,500254.BO,LLOYD STEEL 
507870,507870.BO,LLOYDS FIN. 
512455,512455.BO,LLOYDS MET E
500255,500255.BO,LML LTD.    
530745,530745.BO,LN POLYESTER
533519,533519.BO,LNT FH      
934790,934790.BO,LNTF 2010AI 
532341,532341.BO,LOGIX MICRO.
500256,500256.BO,LOK.HOUS&CON
532740,532740.BO,LOKESH MACH 
526568,526568.BO,LONGVIEW TEA
530039,530039.BO,LORDS CHEM. 
500284,500284.BO,LORDS CHLORO
530065,530065.BO,LORDSHOTL   
523475,523475.BO,LOTUS CHOC  
532998,532998.BO,LOTUS EYE   
533343,533343.BO,LOVABLE     
514446,514446.BO,LS IND      
934781,934781.BO,LTFINNCDI   
934783,934783.BO,LTFINNCDIII 
934784,934784.BO,LTFINNCDIV  
526179,526179.BO,LUDOLOW JUTE
532796,532796.BO,LUMAX AUTO  
532537,532537.BO,LUMAX AUTO  
517206,517206.BO,LUMAX IND   
526045,526045.BO,LUMINAIRE TE
500257,500257.BO,LUPIN LTD.  
500259,500259.BO,LYKA LABS   
530689,530689.BO,LYKISLTD    
534532,534532.BO,LYPSA GEMS  
532720,532720.BO,M&M FINANSER
526935,526935.BO,M.B.PARIKH  
522241,522241.BO,M.M.FORGINGS
590115,590115.BO,M50 ETF     
532906,532906.BO,MAANALU     
531528,531528.BO,MAARS SOFT. 
507836,507836.BO,MAC CHARLES 
523248,523248.BO,MACHINO PLAS
515093,515093.BO,MADHAV MARB.
531497,531497.BO,MADHUCON PRJ
511638,511638.BO,MADHUR CAP. 
519279,519279.BO,MADHUR IND  
515059,515059.BO,MADHUS.IND. 
511000,511000.BO,MADHUS.SEC  
500260,500260.BO,MADRAS CEM. 
501209,501209.BO,MAESTROS ME 
500264,500264.BO,MAFATLAL IND
524000,524000.BO,MAGMA FIN   
524270,524270.BO,MAGNA COL   
517449,517449.BO,MAGNA ELECTR
523872,523872.BO,MAGNA IND.  
530347,530347.BO,MAGNUM LTD. 
532896,532896.BO,MAGNUM VENT 
500520,500520.BO,MAH & MAH   
533088,533088.BO,MAH HOLIDAY 
500266,500266.BO,MAH.SCOOTER 
500265,500265.BO,MAH.SEAMLESS
513554,513554.BO,MAHA STEEL  
524232,524232.BO,MAHA.POLYBUT
514450,514450.BO,MAHA.RUBTECH
500108,500108.BO,MAHA.TELE   
519612,519612.BO,MAHAAN FOODS
513460,513460.BO,MAHALAXMI SM
531515,531515.BO,MAHAN IND.  
530059,530059.BO,MAHARAJA SHR
590117,590117.BO,MAHAVEER INF
531664,531664.BO,MAHAVIR IMPE
506041,506041.BO,MAHESH.AGR. 
524138,524138.BO,MAHIN COMP  
532756,532756.BO,MAHIND FORG 
504823,504823.BO,MAHIND.UGINE
532313,532313.BO,MAHINDRALIFE
590078,590078.BO,MAITHAN ALL 
500267,500267.BO,MAJESTIC AUT
506919,506919.BO,MAKERS LAB. 
501473,501473.BO,MALABAR TRAD
532728,532728.BO,MALU PAPER  
502995,502995.BO,MALWA COTTON
532637,532637.BO,MAN DRUGORG 
513269,513269.BO,MAN IND.(I) 
533169,533169.BO,MAN INFRA   
532932,532932.BO,MANAKSIA LTD
500268,500268.BO,MANALI PETRO
531213,531213.BO,MANAP FIN   
533204,533204.BO,MANDHANA    
502157,502157.BO,MANGALAM CEM
516007,516007.BO,MANGALAM TIM
530243,530243.BO,MANGALYA SOF
530011,530011.BO,MANGLR.CHEM 
533078,533078.BO,MANJEERA    
532950,532950.BO,MANJUSHRE   
505324,505324.BO,MANUGRAPH IN
521018,521018.BO,MARAL OVERS 
700088,700088.BO,MARATHON CRP
503101,503101.BO,MARATHON NEX
530543,530543.BO,MARG LTD    
513648,513648.BO,MARG PRO IN 
500206,500206.BO,MARGO FIN   
531642,531642.BO,MARICOLTD   
526891,526891.BO,MARKET CREAT
524404,524404.BO,MARKSANS    
513355,513355.BO,MARMAGOA ST.
517467,517467.BO,MARSONS     
531540,531540.BO,MARUTI INFRA
532500,532500.BO,MARUTISUZUK 
530497,530497.BO,MARVEL CAPIT
523704,523704.BO,MASTEK LTD  
511768,511768.BO,MASTER TRUST
532470,532470.BO,MATHER & PLA
511688,511688.BO,MATHEW EASOW
512167,512167.BO,MATRA REALT 
590083,590083.BO,MAVENS BIO  
500248,500248.BO,MAVI IND    
523371,523371.BO,MAWANA SUGAR
500271,500271.BO,MAX INDIA   
534338,534338.BO,MAXHEIGHTS  
526538,526538.BO,MAXIMAA SYST
532613,532613.BO,MAXWEL      
531680,531680.BO,MAYUR LEATHR
522249,522249.BO,MAYUR UNIQ. 
523792,523792.BO,MAZDA LTD   
533644,533644.BO,MB SWITCH   
533152,533152.BO,MBL INFRA   
532852,532852.BO,MCD HOLDING 
532654,532654.BO,MCLEOD RUSSE
532629,532629.BO,MCNALLYB    
534091,534091.BO,MCX LTD     
523144,523144.BO,MEDI CAPS   
512267,512267.BO,MEDIA MATRIX
503685,503685.BO,MEDIA ONE   
531146,531146.BO,MEDICAMEN BI
531176,531176.BO,MEFCOM CAPIT
531417,531417.BO,MEGA CORPN. 
532408,532408.BO,MEGASOFT LTD
532865,532865.BO,MEGHMANI    
511377,511377.BO,MEHTA I.FIN 
532307,532307.BO,MELSTAR INFO
523828,523828.BO,MENON BEAR. 
526235,526235.BO,MERCATOR    
500126,500126.BO,MERCK LTD   
531357,531357.BO,MERCURY META
532990,532990.BO,METKORE     
934830,934830.BO,MFINNCD1B   
934832,934832.BO,MFINNCD1D   
934834,934834.BO,MFINNCD1F   
961723,961723.BO,MFINNCD2A   
961724,961724.BO,MFINNCD2B   
961725,961725.BO,MFINNCD2C   
961726,961726.BO,MFINNCD2D   
526622,526622.BO,MFL INDIA   
934828,934828.BO,MFLNCD3     
513721,513721.BO,MFSINTRCRP  
534185,534185.BO,MGOLD       
532850,532850.BO,MIC ELECTRON
532494,532494.BO,MICRO TECHO 
533259,533259.BO,MICROSECFIN 
526251,526251.BO,MID EAST POR
500277,500277.BO,MID INDIA IN
532416,532416.BO,MID-DAY MULT
533220,533220.BO,MIDFIELD    
507621,507621.BO,MILKFOOD    
526143,526143.BO,MILTON PLAST
522235,522235.BO,MINAL IND   
531456,531456.BO,MINAXI TEXT.
532539,532539.BO,MINDA IND   
517344,517344.BO,MINDTECK (I)
532819,532819.BO,MINDTREE LTD
530955,530955.BO,MINDVISCAP  
513377,513377.BO,MINERAL&METL
523373,523373.BO,MINI DIAMOND
532164,532164.BO,MINOLTA FIN.
500279,500279.BO,MIRC ELECT  
526642,526642.BO,MIRZA INTER 
532127,532127.BO,MOBILE TELE 
519287,519287.BO,MODERN DAIRI
503015,503015.BO,MODERN INDIA
513303,513303.BO,MODERN STEEL
500890,500890.BO,MODI RUBBER 
503776,503776.BO,MODIPON     
506261,506261.BO,MODISON MET.
531453,531453.BO,MOHIT INDUS.
533286,533286.BO,MOIL LTD    
526263,526263.BO,MOLD-TEK TEC
533080,533080.BO,MOLDTKPACK  
534422,534422.BO,MONARCH HEAL
532723,532723.BO,MONET SUGAR 
531595,531595.BO,MONEY MAT F 
513446,513446.BO,MONNETISPA  
505343,505343.BO,MONOTYPE IND
524084,524084.BO,MONSANTO (I)
530167,530167.BO,MOONGIPA CAP
532621,532621.BO,MORARJETEX  
500288,500288.BO,MOREPEN LAB.
523160,523160.BO,MORGAN CRU  
526237,526237.BO,MORGAN VENT 
513305,513305.BO,MORYO IND   
532407,532407.BO,MOSCHIP SEMI
517140,517140.BO,MOSER BEAR  
517334,517334.BO,MOTHERSON SS
532892,532892.BO,MOTILALOFS  
531096,531096.BO,MOUNT EVERES
507522,507522.BO,MOUNTT SHIV.
526299,526299.BO,MPHASIS LTD 
500450,500450.BO,MPIL CORP L 
532440,532440.BO,MPS LTD     
500290,500290.BO,MRF LTD.    
532376,532376.BO,MRO-TEK LTD*
500109,500109.BO,MRPL        
532650,532650.BO,MSP STEEL   
534312,534312.BO,MT EDUCARE  
531919,531919.BO,MUDIT FINLEA
532820,532820.BO,MUDRA       
532097,532097.BO,MUKAND ENGG.
500460,500460.BO,MUKAND LTD. 
523832,523832.BO,MUKAT PIPES 
530341,530341.BO,MUKESH BABU 
513265,513265.BO,MUKESH STEEL
517374,517374.BO,MUKESH STRIP
532357,532357.BO,MUKTA ARTS  
700087,700087.BO,MUKUND CRPS 
501477,501477.BO,MULLER & PHI
526169,526169.BO,MULTIBASE I 
520059,520059.BO,MUNAUTO     
520043,520043.BO,MUNJAL SHOWA
531821,531821.BO,MUNOTH FIN. 
515037,515037.BO,MURD.CERAM  
519323,519323.BO,MURLI INDU  
511766,511766.BO,MUTHOOT CAP 
533398,533398.BO,MUTHOOT FIN 
530435,530435.BO,MVL IND     
532991,532991.BO,MVL LIMITED 
506734,506734.BO,MYS PETRO   
502405,502405.BO,MYSORE PAPER
502168,502168.BO,N C L IND.  
519494,519494.BO,N K INDUST. 
530897,530897.BO,N.G.IND.LTD.
516082,516082.BO,N.R.AGARWAL 
533385,533385.BO,N100        
972536,972536.BO,NABARD31039 
524709,524709.BO,NAGAR.AGRICH
531832,531832.BO,NAGAR.AGRITE
532362,532362.BO,NAGPUR POWER
521109,521109.BO,NAGREEKA EXP
532952,532952.BO,NAHAR CAP   
519136,519136.BO,NAHAR INDUST
523391,523391.BO,NAHAR POLY  
500296,500296.BO,NAHAR SPG.  
521030,521030.BO,NAKODA      
532256,532256.BO,NALWA SONS  
532641,532641.BO,NANDAN EXIM 
526739,526739.BO,NARMADA GEL 
513179,513179.BO,NAT STL AGRO
532234,532234.BO,NAT.ALUM    
500298,500298.BO,NAT.PEROXIDE
526616,526616.BO,NAT.PLASTIC 
524816,524816.BO,NATCO PHARM 
502407,502407.BO,NATH PULP   
526576,526576.BO,NATH SEEDS  
507813,507813.BO,NATI. OXYGEN
523630,523630.BO,NATIONAL FER
530119,530119.BO,NATRAJ PROTE
531834,531834.BO,NATURA HUE C
524654,524654.BO,NATURAL CAPS
513023,513023.BO,NAV BHAR VEN
532504,532504.BO,NAVIN FLUORI
508989,508989.BO,NAVNEET PUBL
534309,534309.BO,NBCC LTD    
500294,500294.BO,NCC         
530557,530557.BO,NCL RESEARCH
511535,511535.BO,NDA SECURIT.
532529,532529.BO,NDTV        
532649,532649.BO,NECTAR LIFE 
508670,508670.BO,NEELAMALAI  
531049,531049.BO,NEELKANTH RO
519560,519560.BO,NEHA INTER. 
532864,532864.BO,NELCAST     
504112,504112.BO,NELCO LTD.  
523820,523820.BO,NEOCORP INTE
526195,526195.BO,NEOGEM INDIA
500301,500301.BO,NEPC INDIA  
505355,505355.BO,NESCO LTD   
500790,500790.BO,NESTLE (I)  
532912,532912.BO,NET 4 INDIA 
511658,511658.BO,NETTLINX LTD
530811,530811.BO,NETVISTA INF
511551,511551.BO,NETWORTH STK
524558,524558.BO,NEULAND LAB.
531959,531959.BO,NEWINFRA    
532045,532045.BO,NEXXOFT INFO
513683,513683.BO,NEYVELI LIGN
524774,524774.BO,NGL FINE CHM
533098,533098.BO,NHPC        
590028,590028.BO,NICCO COR(PS
526721,526721.BO,NICCO PARKS 
523209,523209.BO,NICCO UCO AL
590103,590103.BO,NIFTY BEES  
500304,500304.BO,NIIT LTD.   
532541,532541.BO,NIITTECH    
531272,531272.BO,NIKKI GLOBAL
530377,530377.BO,NILA INFRA. 
526905,526905.BO,NILCHEM IND 
530129,530129.BO,NILE LTD.   
523385,523385.BO,NILKAMAL L  
511714,511714.BO,NIMBSPROJ   
531598,531598.BO,NIMBUS FOOD 
530971,530971.BO,NIMBUS IND. 
504058,504058.BO,NIPPO BATT  
532986,532986.BO,NIRAJ CEMENT
512425,512425.BO,NIRAV COMMER
500307,500307.BO,NIRLON      
532789,532789.BO,NISSAN COPER
532722,532722.BO,NITCO TILES 
533202,533202.BO,NITESH EST  
532854,532854.BO,NITIN FIRE  
532698,532698.BO,NITINSPINNER
506532,506532.BO,NITTA GELA  
517534,517534.BO,NIVYAHITSL  
511523,511523.BO,NIYATI IND..
526371,526371.BO,NMDC LTD    
506991,506991.BO,NOBLE EXPLO.
500730,500730.BO,NOCIL LTD   
523670,523670.BO,NOIDA MEDI  
532481,532481.BO,NOIDA-TOLL B
534184,534184.BO,NORL        
513566,513566.BO,NOVA IRON&ST
531791,531791.BO,NOVAGOL PETR
500310,500310.BO,NOVAPAN IND.
500672,500672.BO,NOVARTIS    
530367,530367.BO,NRB BEARINGS
503780,503780.BO,NRC LTD.    
526723,526723.BO,NTC INDUST  
532555,532555.BO,NTPC LTD    
532798,532798.BO,NTWK MED INV
509077,509077.BO,NUCENT FIN. 
531209,531209.BO,NUCLE.SOFT E
526313,526313.BO,NU-TECH CORP
531304,531304.BO,NUTECH GLOBA
533015,533015.BO,NUTEK INDIA 
524764,524764.BO,NUTRAPLUS PR
533273,533273.BO,OBEROI REAL 
502165,502165.BO,OCL INDIA   
533008,533008.BO,OCL IRON&ST 
590090,590090.BO,OCTANT IND  
521062,521062.BO,OCTAVE      
531996,531996.BO,ODYSSEY CORP
500313,500313.BO,OIL COUNTRY 
533106,533106.BO,OIL INDIA   
526415,526415.BO,OK PLAY (I) 
534190,534190.BO,OLYMPIC     
531092,531092.BO,OM MET INFRA
520021,520021.BO,OMAX AUTOS. 
532880,532880.BO,OMAXE LTD   
519479,519479.BO,OMEGA AGSEED
531496,531496.BO,OMKAR OVERSE
533317,533317.BO,OMKAR SPC   
532882,532882.BO,OMNITECH    
514324,514324.BO,OMNITEX IND.
533632,533632.BO,ONELIFE CAP 
500312,500312.BO,ONGC CORPN  
532944,532944.BO,ONMOBILE    
532607,532607.BO,ONTRACK     
517536,517536.BO,ONWARD TECHN
530135,530135.BO,OPTIEMUS    
532391,532391.BO,OPTO CIRCUIT
